ID,projectID,projectName,duration,field,views,appreciations,comments,pic,color,ownerID,ownerName,ownerDuration,ownerFollowings,ownerFollowers,ownerViews,ownerAppreciations,ownerComments
100,8533607,Drill Machine Render,2357,Digital Art,435,17,1,https://mir-s3-cdn-cf.behance.net/projects/404/8533607.5477dc001527a.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",1049799,niteshbaviskar,2757,159,227,28996,820,16
101,10855401,BOSCH Delta - Electric multitool,2230,Digital Art,805,16,0,https://mir-s3-cdn-cf.behance.net/projects/404/10855401.548092930e9e3.jpg,"[{'r': 251, 'g': 249, 'b': 242}]",2736041,lorenzoantonucci,2344,32,25,2635,56,0
102,24832303,Festool - The Wolf,1668,Animation,550,16,0,https://mir-s3-cdn-cf.behance.net/projects/404/2be31a24832303.551466b9d466f.jpg,"[{'r': 162, 'g': 170, 'b': 175}]",2223995,BastyBu,2438,473,111,12199,1249,38
103,27481695,Smart System Drill,1575,Engineering,305,16,0,https://mir-s3-cdn-cf.behance.net/projects/404/2248ae27481695.558f2a972a0a0.jpg,"[{'r': 43, 'g': 43, 'b': 47}]",15048429,alexroventa,1577,448,153,6235,682,5
104,61760879,été Drill,621,Industrial Design,312,16,0,https://mir-s3-cdn-cf.behance.net/projects/404/3bb40e61760879.Y3JvcCwxMzc0LDEwNzUsMTY4Niw2MQ.jpg,"[{'r': 49, 'g': 49, 'b': 49}]",126963585,yanshu0925,640,23,42,1345,59,1
105,6307617,Bosch Drill,2501,Digital Art,349,16,0,https://mir-s3-cdn-cf.behance.net/projects/404/6307617.546bdecdbd059.jpg,"[{'r': 254, 'g': 251, 'b': 251}]",444165,divyanshu,3085,138,94,3873,146,6
106,83108245,NEUROSURGERY ROBOT // Remebot,80,Industrial Design,265,16,1,https://mir-s3-cdn-cf.behance.net/projects/404/4db28083108245.Y3JvcCwxMjg2LDEwMDUsMCwxOQ.png,"[{'r': 252, 'g': 252, 'b': 252}]",10695741,Maximejx,1750,245,756,27271,1471,0
107,14700015,Cordless Drill,2068,Illustration,489,15,2,https://mir-s3-cdn-cf.behance.net/projects/404/14700015.548883e7a153e.jpg,"[{'r': 141, 'g': 143, 'b': 146}]",5035425,BaoNguyen2204,2077,535,34,2509,55,1
108,73048769,Rayo,327,Industrial Design,158,15,1,https://mir-s3-cdn-cf.behance.net/projects/404/4a640c73048769.Y3JvcCwxMDIyLDc5OSwxODksMA.png,"[{'r': 9, 'g': 8, 'b': 8}]",141502589,jmamdesign,585,51,19,874,38,1
109,9943593,Sketch - Illustration,2281,Drawing,293,15,0,https://mir-s3-cdn-cf.behance.net/projects/404/9943593.547f467060a6b.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",3012709,kutukoglu,2301,81,110,4745,173,1
110,17952143,Drill,1916,Industrial Design,323,14,1,https://mir-s3-cdn-cf.behance.net/projects/404/0a6fce17952143.Y3JvcCw0MDUwMCwzMTcwMCwwLDA.jpeg,"[{'r': 123, 'g': 112, 'b': 112}]",5638783,Gustassis,2013,140,240,1339,77,13
111,60545321,Bosch Drill,651,Industrial Design,187,14,2,https://mir-s3-cdn-cf.behance.net/projects/404/6ecca060545321.Y3JvcCwyOTk5LDIzNDYsMTA2OSwyMDc.jpg,"[{'r': 239, 'g': 239, 'b': 239}]",7626719,EllenPosch,1882,13,18,1158,84,0
